Time,Curr. to A, Curr. to B,Temp. of A,Temp. of B,Voltage,Ant. azimuth,Switched ant.
14/02/2024 15:11:08,440.0,235.0,-1.0,18.0,6.0,276.0 °,0
14/02/2024 15:11:16,214.0,791.0,-1.0,18.0,8.0,276.0 °,0
14/02/2024 15:11:33,378.0,141.0,-1.0,18.0,7.0,276.0 °,0
14/02/2024 15:11:41,664.0,651.0,-1.0,18.0,8.0,276.0 °,0
14/02/2024 15:11:58,544.0,337.0,-1.0,18.0,11.0,276.0 °,0
14/02/2024 15:12:07,291.0,723.0,-1.0,18.0,7.0,276.0 °,0
14/02/2024 15:12:32,130.0,386.0,-1.0,18.0,10.0,276.0 °,0
14/02/2024 15:12:40,759.0,672.0,-1.0,18.0,7.0,276.0 °,0
14/02/2024 15:12:49,458.0,786.0,-1.0,18.0,6.0,276.0 °,0
14/02/2024 15:12:57,693.0,769.0,-1.0,18.0,9.0,276.0 °,0
14/02/2024 15:13:06,681.0,461.0,-1.0,18.0,9.0,276.0 °,0
14/02/2024 15:13:14,567.0,172.0,-1.0,18.0,5.0,276.0 °,0
14/02/2024 15:13:40,462.0,435.0,-1.0,18.0,10.0,276.0 °,0
14/02/2024 15:13:45,462.0,435.0,-1.0,18.0,10.0,276.0 °,0
14/02/2024 15:13:50,156.0,759.0,-1.0,18.0,6.0,276.0 °,0
14/02/2024 15:13:56,156.0,759.0,-1.0,18.0,6.0,276.0 °,0
14/02/2024 15:14:05,692.0,270.0,17.0,15.0,9.0,87.0 °,1
14/02/2024 15:14:09,692.0,270.0,17.0,15.0,9.0,87.0 °,0
14/02/2024 15:14:13,692.0,270.0,17.0,15.0,9.0,87.0 °,0
14/02/2024 15:15:47,384.0,361.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:15:55,309.0,427.0,10.0,16.0,11.0,355.0 °,1
14/02/2024 15:16:03,533.0,309.0,10.0,16.0,11.0,355.0 °,1
14/02/2024 15:16:12,251.0,326.0,10.0,16.0,11.0,355.0 °,1
14/02/2024 15:16:20,663.0,797.0,10.0,16.0,9.0,355.0 °,1
14/02/2024 15:16:28,657.0,682.0,10.0,16.0,6.0,355.0 °,1
14/02/2024 15:16:37,167.0,239.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:16:45,148.0,674.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:17:06,700.0,215.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:17:15,700.0,215.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:17:23,694.0,466.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:17:32,412.0,119.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:17:40,190.0,472.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:17:48,654.0,102.0,10.0,16.0,5.0,355.0 °,1
14/02/2024 15:17:57,685.0,597.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:18:05,322.0,793.0,10.0,16.0,5.0,355.0 °,1
14/02/2024 15:18:13,398.0,163.0,10.0,16.0,5.0,355.0 °,1
14/02/2024 15:18:22,586.0,281.0,10.0,16.0,5.0,355.0 °,1
14/02/2024 15:18:30,753.0,742.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:18:39,511.0,109.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:18:47,550.0,651.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:18:55,410.0,340.0,10.0,16.0,9.0,355.0 °,1
14/02/2024 15:19:04,229.0,318.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:19:12,550.0,688.0,10.0,16.0,6.0,355.0 °,1
14/02/2024 15:19:21,156.0,471.0,10.0,16.0,10.0,355.0 °,1
14/02/2024 15:19:29,143.0,214.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:19:37,289.0,787.0,10.0,16.0,10.0,355.0 °,1
14/02/2024 15:19:46,613.0,235.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:19:54,339.0,329.0,10.0,16.0,6.0,355.0 °,1
14/02/2024 15:20:02,660.0,623.0,10.0,16.0,5.0,355.0 °,1
14/02/2024 15:20:11,417.0,363.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:20:19,114.0,539.0,10.0,16.0,7.0,355.0 °,1
14/02/2024 15:20:28,741.0,326.0,10.0,16.0,10.0,355.0 °,1
14/02/2024 15:20:36,259.0,300.0,10.0,16.0,11.0,355.0 °,1
14/02/2024 15:20:40,696.0,311.0,10.0,16.0,8.0,355.0 °,1
14/02/2024 15:20:44,696.0,311.0,0.0,-3.0,8.0,355.0 °,1
14/02/2024 15:20:53,794.0,636.0,0.0,-3.0,11.0,355.0 °,1
14/02/2024 15:21:01,585.0,476.0,0.0,-3.0,11.0,355.0 °,1
14/02/2024 15:21:09,269.0,571.0,0.0,-3.0,11.0,355.0 °,1
14/02/2024 15:21:18,490.0,459.0,0.0,-3.0,8.0,355.0 °,1
14/02/2024 15:21:26,373.0,405.0,0.0,-3.0,9.0,355.0 °,1
14/02/2024 15:21:35,679.0,764.0,0.0,-3.0,6.0,355.0 °,1
14/02/2024 15:21:43,233.0,200.0,0.0,-3.0,8.0,355.0 °,1
14/02/2024 15:21:51,109.0,209.0,0.0,-3.0,11.0,355.0 °,1
14/02/2024 15:22:00,445.0,322.0,0.0,-3.0,10.0,355.0 °,1
14/02/2024 15:22:08,676.0,790.0,0.0,-3.0,8.0,355.0 °,1
14/02/2024 15:22:17,612.0,350.0,0.0,-3.0,6.0,355.0 °,1
14/02/2024 15:22:25,677.0,123.0,0.0,-3.0,7.0,355.0 °,1
14/02/2024 15:22:33,322.0,584.0,0.0,-3.0,11.0,355.0 °,1
14/02/2024 15:22:52,373.0,484.0,19.0,15.0,5.0,22.0 °,4
14/02/2024 15:23:00,221.0,627.0,19.0,15.0,6.0,22.0 °,4
14/02/2024 15:23:09,224.0,538.0,19.0,15.0,7.0,22.0 °,4
14/02/2024 15:23:17,188.0,362.0,19.0,15.0,11.0,22.0 °,4
14/02/2024 15:23:25,414.0,696.0,19.0,15.0,6.0,22.0 °,4
14/02/2024 15:23:34,291.0,262.0,19.0,15.0,10.0,22.0 °,4
14/02/2024 15:23:42,604.0,601.0,19.0,15.0,7.0,22.0 °,4
14/02/2024 15:23:51,415.0,724.0,19.0,15.0,6.0,22.0 °,4
14/02/2024 15:24:05,281.0,199.0,13.0,16.0,8.0,315.0 °,4
14/02/2024 15:24:14,421.0,566.0,13.0,16.0,10.0,315.0 °,4
14/02/2024 15:24:22,580.0,337.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:24:30,262.0,533.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:24:39,599.0,377.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:24:47,543.0,687.0,13.0,16.0,7.0,315.0 °,4
14/02/2024 15:24:56,155.0,130.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:25:04,756.0,309.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:25:12,175.0,778.0,13.0,16.0,7.0,315.0 °,4
14/02/2024 15:25:21,501.0,419.0,13.0,16.0,9.0,315.0 °,4
14/02/2024 15:25:29,668.0,445.0,13.0,16.0,10.0,315.0 °,4
14/02/2024 15:25:37,650.0,396.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:25:46,367.0,310.0,13.0,16.0,6.0,315.0 °,4
14/02/2024 15:25:54,133.0,484.0,13.0,16.0,9.0,315.0 °,4
14/02/2024 15:26:03,480.0,299.0,13.0,16.0,10.0,315.0 °,4
14/02/2024 15:26:11,584.0,720.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:26:19,753.0,601.0,13.0,16.0,9.0,315.0 °,4
14/02/2024 15:26:28,677.0,100.0,13.0,16.0,7.0,315.0 °,4
14/02/2024 15:26:36,792.0,222.0,13.0,16.0,11.0,315.0 °,4
14/02/2024 15:26:44,526.0,173.0,13.0,16.0,5.0,315.0 °,4
14/02/2024 15:26:57,325.0,256.0,19.0,14.0,6.0,35.0 °,3
14/02/2024 15:27:05,541.0,355.0,19.0,14.0,11.0,35.0 °,3
14/02/2024 15:27:14,650.0,338.0,19.0,14.0,5.0,35.0 °,3
14/02/2024 15:27:22,706.0,737.0,19.0,14.0,8.0,35.0 °,3
14/02/2024 16:08:29,,,,,,,
14/02/2024 16:08:34,,,,,,,
14/02/2024 16:08:40,,,,,,,
14/02/2024 16:08:45,,,,,,,
14/02/2024 16:08:51,,,,,,,
14/02/2024 16:08:56,,,,,,,
14/02/2024 16:09:01,,,,,,,
14/02/2024 16:09:07,,,,,,,
14/02/2024 16:09:12,,,,,,,
14/02/2024 16:09:17,,,,,,,
14/02/2024 16:09:23,,,,,,,
14/02/2024 16:09:28,,,,,,,
14/02/2024 16:09:33,,,,,,,
14/02/2024 16:09:39,,,,,,,
14/02/2024 16:09:44,,,,,,,
14/02/2024 16:09:49,,,,,,,
14/02/2024 16:09:55,,,,,,,
14/02/2024 16:10:00,,,,,,,
14/02/2024 16:10:05,,,,,,,
14/02/2024 16:10:11,,,,,,,
14/02/2024 16:10:16,,,,,,,
14/02/2024 16:10:21,,,,,,,
14/02/2024 16:10:27,,,,,,,
14/02/2024 16:10:32,,,,,,,
14/02/2024 16:10:37,,,,,,,
14/02/2024 16:10:43,,,,,,,
14/02/2024 16:10:48,,,,,,,
14/02/2024 16:10:53,,,,,,,
14/02/2024 16:10:59,,,,,,,
14/02/2024 16:11:04,,,,,,,
14/02/2024 16:11:09,,,,,,,
14/02/2024 16:11:15,,,,,,,
14/02/2024 16:11:20,,,,,,,
14/02/2024 16:11:25,,,,,,,
14/02/2024 16:11:31,,,,,,,
14/02/2024 16:11:36,,,,,,,
14/02/2024 16:11:42,,,,,,,
14/02/2024 16:11:47,,,,,,,
14/02/2024 16:11:52,,,,,,,
14/02/2024 16:11:58,,,,,,,
14/02/2024 16:12:03,,,,,,,
14/02/2024 16:12:08,,,,,,,
14/02/2024 16:12:14,,,,,,,
14/02/2024 16:12:19,,,,,,,
14/02/2024 16:12:24,,,,,,,
14/02/2024 16:12:30,,,,,,,
14/02/2024 16:12:35,,,,,,,
14/02/2024 16:12:40,,,,,,,
14/02/2024 16:12:46,,,,,,,
14/02/2024 16:12:51,,,,,,,
14/02/2024 16:12:56,,,,,,,
14/02/2024 16:13:02,,,,,,,
14/02/2024 16:13:07,,,,,,,
14/02/2024 16:13:12,,,,,,,
14/02/2024 16:13:18,,,,,,,
14/02/2024 16:13:23,,,,,,,
14/02/2024 16:13:24,,,,,,,
14/02/2024 16:13:28,,,,,,,
14/02/2024 16:13:34,,,,,,,
14/02/2024 16:13:39,,,,,,,
14/02/2024 16:13:44,,,,,,,
14/02/2024 16:13:50,,,,,,,
14/02/2024 16:13:55,,,,,,,
14/02/2024 16:14:01,,,,,,,
14/02/2024 16:14:06,,,,,,,
14/02/2024 16:14:11,,,,,,,
14/02/2024 16:14:17,,,,,,,
14/02/2024 16:14:22,,,,,,,
14/02/2024 16:14:27,,,,,,,
14/02/2024 16:14:33,,,,,,,
14/02/2024 16:14:38,,,,,,,
14/02/2024 16:14:43,,,,,,,
14/02/2024 16:14:49,,,,,,,
14/02/2024 16:14:54,,,,,,,
14/02/2024 16:14:59,,,,,,,
14/02/2024 16:15:05,,,,,,,
14/02/2024 16:15:10,,,,,,,
14/02/2024 16:15:15,,,,,,,
14/02/2024 16:15:21,,,,,,,
14/02/2024 16:15:26,,,,,,,
14/02/2024 16:15:31,,,,,,,
14/02/2024 16:15:37,,,,,,,
14/02/2024 16:15:42,,,,,,,
14/02/2024 16:15:47,,,,,,,
14/02/2024 16:15:53,,,,,,,
14/02/2024 16:15:58,,,,,,,
14/02/2024 16:16:04,,,,,,,
14/02/2024 16:16:09,,,,,,,
14/02/2024 16:16:14,,,,,,,
14/02/2024 16:16:20,,,,,,,
14/02/2024 16:16:25,,,,,,,
14/02/2024 16:16:30,,,,,,,
14/02/2024 16:16:36,,,,,,,
14/02/2024 16:16:41,,,,,,,
14/02/2024 16:16:46,,,,,,,
14/02/2024 16:16:52,,,,,,,
14/02/2024 16:16:57,,,,,,,
14/02/2024 16:17:02,,,,,,,
14/02/2024 16:17:08,,,,,,,
14/02/2024 16:17:13,,,,,,,
14/02/2024 16:17:18,,,,,,,
14/02/2024 16:17:24,,,,,,,
14/02/2024 16:17:29,,,,,,,
14/02/2024 16:17:34,,,,,,,
14/02/2024 16:17:40,,,,,,,
14/02/2024 16:17:45,,,,,,,
14/02/2024 16:17:50,,,,,,,
14/02/2024 16:17:56,,,,,,,
14/02/2024 16:18:01,,,,,,,
14/02/2024 16:18:06,,,,,,,
14/02/2024 16:18:12,,,,,,,
14/02/2024 16:18:17,,,,,,,
14/02/2024 16:18:22,,,,,,,
14/02/2024 16:18:25,,,,,,,
14/02/2024 16:18:28,,,,,,,
14/02/2024 16:18:33,,,,,,,
14/02/2024 16:18:38,,,,,,,
14/02/2024 16:18:44,,,,,,,
14/02/2024 16:18:49,,,,,,,
14/02/2024 16:18:54,,,,,,,
14/02/2024 16:19:00,,,,,,,
14/02/2024 16:19:05,,,,,,,
14/02/2024 16:19:10,,,,,,,
14/02/2024 16:19:16,,,,,,,
14/02/2024 16:19:21,,,,,,,
14/02/2024 16:19:26,,,,,,,
14/02/2024 16:19:32,,,,,,,
14/02/2024 16:19:37,,,,,,,
14/02/2024 16:19:42,,,,,,,
14/02/2024 16:19:48,,,,,,,
14/02/2024 16:19:53,,,,,,,
14/02/2024 16:19:58,,,,,,,
14/02/2024 16:20:04,,,,,,,
14/02/2024 16:20:09,,,,,,,
14/02/2024 16:20:15,,,,,,,
14/02/2024 16:20:31,,,,,,,
14/02/2024 16:20:37,,,,,,,
14/02/2024 16:20:42,,,,,,,
14/02/2024 16:20:47,,,,,,,
14/02/2024 16:20:53,,,,,,,
14/02/2024 16:20:58,,,,,,,
14/02/2024 16:21:03,,,,,,,
14/02/2024 16:21:09,,,,,,,
14/02/2024 16:21:14,,,,,,,
14/02/2024 16:21:19,,,,,,,
14/02/2024 16:21:25,,,,,,,
14/02/2024 16:21:30,,,,,,,
14/02/2024 16:21:35,,,,,,,
14/02/2024 16:21:41,,,,,,,
14/02/2024 16:21:46,,,,,,,
14/02/2024 16:21:51,,,,,,,
14/02/2024 16:21:57,,,,,,,
14/02/2024 16:22:02,,,,,,,
14/02/2024 16:22:08,,,,,,,
14/02/2024 16:22:13,,,,,,,
14/02/2024 16:22:18,,,,,,,
14/02/2024 16:22:24,,,,,,,
14/02/2024 16:22:29,,,,,,,
14/02/2024 17:14:35,,,,,,,
14/02/2024 17:14:35,,,,,,,
14/02/2024 17:14:40,,,,,,,
14/02/2024 17:14:46,,,,,,,
14/02/2024 17:14:51,,,,,,,
14/02/2024 17:14:56,,,,,,,
14/02/2024 17:15:02,,,,,,,
14/02/2024 17:15:07,,,,,,,
14/02/2024 17:15:12,,,,,,,
14/02/2024 17:15:18,,,,,,,
14/02/2024 17:15:23,,,,,,,
14/02/2024 17:15:28,,,,,,,
14/02/2024 17:15:34,,,,,,,
14/02/2024 17:15:39,,,,,,,
14/02/2024 17:15:44,,,,,,,
14/02/2024 17:15:50,,,,,,,
14/02/2024 17:15:55,,,,,,,
14/02/2024 17:16:01,,,,,,,
14/02/2024 17:16:06,,,,,,,
14/02/2024 17:16:11,,,,,,,
14/02/2024 17:16:17,,,,,,,
14/02/2024 17:16:22,,,,,,,
14/02/2024 17:16:27,,,,,,,
14/02/2024 17:16:33,,,,,,,
14/02/2024 17:16:38,,,,,,,
14/02/2024 17:16:43,,,,,,,
14/02/2024 17:16:49,,,,,,,
14/02/2024 17:16:54,,,,,,,
14/02/2024 17:16:59,,,,,,,
14/02/2024 17:17:05,,,,,,,
14/02/2024 17:17:10,,,,,,,
14/02/2024 17:17:15,,,,,,,
14/02/2024 17:17:21,,,,,,,
14/02/2024 17:17:26,,,,,,,
14/02/2024 17:17:31,,,,,,,
14/02/2024 17:17:37,,,,,,,
14/02/2024 17:17:42,,,,,,,
14/02/2024 17:17:47,,,,,,,
14/02/2024 17:17:53,,,,,,,
14/02/2024 17:17:58,,,,,,,
14/02/2024 17:18:03,,,,,,,
14/02/2024 17:18:09,,,,,,,
14/02/2024 17:18:14,,,,,,,
14/02/2024 17:18:19,,,,,,,
14/02/2024 17:18:25,,,,,,,
14/02/2024 17:18:30,,,,,,,
14/02/2024 17:18:35,,,,,,,
14/02/2024 17:18:41,,,,,,,
14/02/2024 17:18:46,,,,,,,
14/02/2024 17:18:51,,,,,,,
14/02/2024 17:18:57,,,,,,,
14/02/2024 17:19:02,,,,,,,
14/02/2024 17:19:07,,,,,,,
14/02/2024 17:19:13,,,,,,,
14/02/2024 17:19:18,,,,,,,
14/02/2024 17:19:24,,,,,,,
14/02/2024 17:19:29,,,,,,,
14/02/2024 17:19:34,,,,,,,
14/02/2024 17:19:36,,,,,,,
14/02/2024 17:19:40,,,,,,,
14/02/2024 17:19:45,,,,,,,
14/02/2024 17:19:50,,,,,,,
14/02/2024 17:19:56,,,,,,,
14/02/2024 17:20:01,,,,,,,
14/02/2024 17:20:06,,,,,,,
14/02/2024 17:20:12,,,,,,,
14/02/2024 17:20:17,,,,,,,
14/02/2024 17:20:22,,,,,,,
14/02/2024 17:20:28,,,,,,,
14/02/2024 17:20:33,,,,,,,
14/02/2024 17:20:38,,,,,,,
14/02/2024 17:20:44,,,,,,,
14/02/2024 17:20:49,,,,,,,
14/02/2024 17:20:54,,,,,,,
14/02/2024 17:21:00,,,,,,,
14/02/2024 17:21:05,,,,,,,
14/02/2024 17:21:10,,,,,,,
14/02/2024 17:21:16,,,,,,,
14/02/2024 17:21:21,,,,,,,
14/02/2024 17:21:26,,,,,,,
14/02/2024 17:21:32,,,,,,,
14/02/2024 17:21:37,,,,,,,
14/02/2024 17:21:42,,,,,,,
14/02/2024 17:21:48,,,,,,,
14/02/2024 17:21:53,,,,,,,
14/02/2024 17:21:58,,,,,,,
14/02/2024 17:22:04,,,,,,,
14/02/2024 17:22:09,,,,,,,
14/02/2024 17:22:14,,,,,,,
14/02/2024 17:22:20,,,,,,,
14/02/2024 17:22:25,,,,,,,
14/02/2024 17:22:30,,,,,,,
14/02/2024 17:22:36,,,,,,,
14/02/2024 17:22:41,,,,,,,
14/02/2024 17:22:46,,,,,,,
14/02/2024 17:22:52,,,,,,,
14/02/2024 17:22:57,,,,,,,
14/02/2024 17:23:02,,,,,,,
14/02/2024 17:23:08,,,,,,,
14/02/2024 17:23:13,,,,,,,
14/02/2024 17:23:19,,,,,,,
14/02/2024 17:23:24,,,,,,,
14/02/2024 17:23:29,,,,,,,
14/02/2024 17:23:35,,,,,,,
14/02/2024 17:23:40,,,,,,,
14/02/2024 17:23:45,,,,,,,
14/02/2024 17:23:51,,,,,,,
14/02/2024 17:23:56,,,,,,,
14/02/2024 17:24:01,,,,,,,
14/02/2024 17:24:07,,,,,,,
14/02/2024 17:24:12,,,,,,,
14/02/2024 17:24:17,,,,,,,
14/02/2024 17:24:23,,,,,,,
14/02/2024 17:24:28,,,,,,,
14/02/2024 17:24:33,,,,,,,
14/02/2024 17:24:36,,,,,,,
14/02/2024 17:24:39,,,,,,,
17/02/2024 15:40:50,,,,,,,
17/02/2024 15:40:56,,,,,,,
17/02/2024 15:41:01,,,,,,,
17/02/2024 15:41:07,,,,,,,
17/02/2024 15:41:12,,,,,,,
17/02/2024 15:41:18,,,,,,,
17/02/2024 15:41:23,,,,,,,
17/02/2024 15:41:28,,,,,,,
17/02/2024 15:41:34,,,,,,,
17/02/2024 15:41:39,,,,,,,
17/02/2024 15:41:45,,,,,,,
17/02/2024 15:41:50,,,,,,,
17/02/2024 15:41:56,,,,,,,
17/02/2024 15:42:01,,,,,,,
17/02/2024 15:42:07,,,,,,,
17/02/2024 15:42:12,,,,,,,
17/02/2024 15:42:17,,,,,,,
17/02/2024 15:42:23,,,,,,,
17/02/2024 15:42:28,,,,,,,
17/02/2024 15:42:34,,,,,,,
17/02/2024 15:42:39,,,,,,,
17/02/2024 15:42:45,,,,,,,
17/02/2024 15:42:50,,,,,,,
17/02/2024 15:42:55,,,,,,,
17/02/2024 15:43:01,,,,,,,
17/02/2024 15:43:06,,,,,,,
17/02/2024 15:43:12,,,,,,,
17/02/2024 15:43:17,,,,,,,
17/02/2024 15:43:23,,,,,,,
17/02/2024 15:43:28,,,,,,,
17/02/2024 15:43:34,,,,,,,
17/02/2024 15:43:39,,,,,,,
17/02/2024 15:43:45,,,,,,,
17/02/2024 15:43:50,,,,,,,
17/02/2024 15:43:56,,,,,,,
17/02/2024 15:44:01,,,,,,,
17/02/2024 15:44:06,,,,,,,
17/02/2024 15:44:12,,,,,,,
17/02/2024 15:44:17,,,,,,,
17/02/2024 15:44:23,,,,,,,
17/02/2024 15:44:28,,,,,,,
17/02/2024 15:44:34,,,,,,,
17/02/2024 15:44:39,,,,,,,
17/02/2024 15:44:44,,,,,,,
17/02/2024 15:44:50,,,,,,,
17/02/2024 15:44:55,,,,,,,
17/02/2024 15:45:01,,,,,,,
17/02/2024 15:45:06,,,,,,,
17/02/2024 15:45:12,,,,,,,
17/02/2024 15:45:17,,,,,,,
17/02/2024 15:45:23,,,,,,,
17/02/2024 15:45:28,,,,,,,
17/02/2024 15:45:34,,,,,,,
17/02/2024 15:45:39,,,,,,,
17/02/2024 15:45:44,,,,,,,
17/02/2024 15:45:46,,,,,,,
17/02/2024 15:45:50,,,,,,,
17/02/2024 15:45:55,,,,,,,
17/02/2024 15:46:01,,,,,,,
17/02/2024 15:46:06,,,,,,,
17/02/2024 15:46:12,,,,,,,
17/02/2024 15:46:17,,,,,,,
17/02/2024 15:46:23,,,,,,,
17/02/2024 15:46:28,,,,,,,
17/02/2024 15:46:33,,,,,,,
17/02/2024 15:46:39,,,,,,,
17/02/2024 15:46:44,,,,,,,
17/02/2024 15:46:50,,,,,,,
17/02/2024 15:46:55,,,,,,,
17/02/2024 15:47:01,,,,,,,
17/02/2024 15:47:06,,,,,,,
17/02/2024 15:47:12,,,,,,,
17/02/2024 15:47:17,,,,,,,
17/02/2024 15:47:23,,,,,,,
17/02/2024 15:47:28,,,,,,,
17/02/2024 15:47:33,,,,,,,
17/02/2024 15:47:39,,,,,,,
17/02/2024 15:47:44,,,,,,,
17/02/2024 15:47:50,,,,,,,
17/02/2024 15:47:55,,,,,,,
17/02/2024 15:48:01,,,,,,,
